location,date,total_cases,total_deaths,death_percentage
Nigeria,9/15/2022,264450,3154,1.1927
Nigeria,9/15/2023,267118,3155,1.1811
Nigeria,9/16/2020,56177,1078,1.9189
Nigeria,9/16/2021,198786,2590,1.3029
Nigeria,9/16/2022,264450,3154,1.1927
Nigeria,9/16/2023,267118,3155,1.1811
Nigeria,9/17/2020,56177,1078,1.9189
Nigeria,9/17/2021,198786,2590,1.3029
Nigeria,9/17/2022,264450,3154,1.1927
Nigeria,9/17/2023,267133,3155,1.1811
Nigeria,9/18/2020,56177,1078,1.9189
Nigeria,9/18/2021,198786,2590,1.3029
Nigeria,9/18/2022,264933,3155,1.1909
Nigeria,9/18/2023,267133,3155,1.1811
Nigeria,9/19/2020,56177,1078,1.9189
Nigeria,9/19/2021,201630,2654,1.3163
Nigeria,9/19/2022,264933,3155,1.1909
Nigeria,9/19/2023,267133,3155,1.1811
Nigeria,9/2/2020,53727,1011,1.8817
Nigeria,9/2/2021,190983,2361,1.2362
Nigeria,9/2/2022,263407,3148,1.1951
Nigeria,9/2/2023,267051,3155,1.1814
Nigeria,9/20/2020,57145,1095,1.9162
Nigeria,9/20/2021,201630,2654,1.3163
Nigeria,9/20/2022,264933,3155,1.1909
Nigeria,9/20/2023,267133,3155,1.1811
Nigeria,9/21/2020,57145,1095,1.9162
Nigeria,9/21/2021,201630,2654,1.3163
Nigeria,9/21/2022,264933,3155,1.1909
Nigeria,9/21/2023,267133,3155,1.1811
Nigeria,9/22/2020,57145,1095,1.9162
Nigeria,9/22/2021,201630,2654,1.3163
Nigeria,9/22/2022,264933,3155,1.1909
Nigeria,9/22/2023,267133,3155,1.1811
Nigeria,9/23/2020,57145,1095,1.9162
Nigeria,9/23/2021,201630,2654,1.3163
Nigeria,9/23/2022,264933,3155,1.1909
Nigeria,9/23/2023,267133,3155,1.1811
Nigeria,9/24/2020,57145,1095,1.9162
Nigeria,9/24/2021,201630,2654,1.3163
Nigeria,9/24/2022,264933,3155,1.1909
Nigeria,9/24/2023,267138,3155,1.1810
Nigeria,9/25/2020,57145,1095,1.9162
Nigeria,9/25/2021,201630,2654,1.3163
Nigeria,9/25/2022,265186,3155,1.1897
Nigeria,9/25/2023,267138,3155,1.1810
Nigeria,9/26/2020,57145,1095,1.9162
Nigeria,9/26/2021,204201,2674,1.3095
Nigeria,9/26/2022,265186,3155,1.1897
Nigeria,9/26/2023,267138,3155,1.1810
Nigeria,9/27/2020,58198,1106,1.9004
Nigeria,9/27/2021,204201,2674,1.3095
Nigeria,9/27/2022,265186,3155,1.1897
Nigeria,9/27/2023,267138,3155,1.1810
Nigeria,9/28/2020,58198,1106,1.9004
Nigeria,9/28/2021,204201,2674,1.3095
Nigeria,9/28/2022,265186,3155,1.1897
Nigeria,9/28/2023,267138,3155,1.1810
Nigeria,9/29/2020,58198,1106,1.9004
Nigeria,9/29/2021,204201,2674,1.3095
Nigeria,9/29/2022,265186,3155,1.1897
Nigeria,9/29/2023,267138,3155,1.1810
Nigeria,9/3/2020,53727,1011,1.8817
Nigeria,9/3/2021,190983,2361,1.2362
Nigeria,9/3/2022,263407,3148,1.1951
Nigeria,9/3/2023,267093,3155,1.1812
Nigeria,9/30/2020,58198,1106,1.9004
Nigeria,9/30/2021,204201,2674,1.3095
Nigeria,9/30/2022,265186,3155,1.1897
Nigeria,9/30/2023,267138,3155,1.1810
Nigeria,9/4/2020,53727,1011,1.8817
Nigeria,9/4/2021,190983,2361,1.2362
Nigeria,9/4/2022,263867,3148,1.1930
Nigeria,9/4/2023,267093,3155,1.1812
Nigeria,9/5/2020,53727,1011,1.8817
Nigeria,9/5/2021,195052,2522,1.2930
Nigeria,9/5/2022,263867,3148,1.1930
Nigeria,9/5/2023,267093,3155,1.1812
Nigeria,9/6/2020,54905,1054,1.9197
Nigeria,9/6/2021,195052,2522,1.2930
Nigeria,9/6/2022,263867,3148,1.1930
Nigeria,9/6/2023,267093,3155,1.1812
Nigeria,9/7/2020,54905,1054,1.9197
Nigeria,9/7/2021,195052,2522,1.2930
Nigeria,9/7/2022,263867,3148,1.1930
Nigeria,9/7/2023,267093,3155,1.1812
Nigeria,9/8/2020,54905,1054,1.9197
Nigeria,9/8/2021,195052,2522,1.2930
Nigeria,9/8/2022,263867,3148,1.1930
Nigeria,9/8/2023,267093,3155,1.1812
Nigeria,9/9/2020,54905,1054,1.9197
Nigeria,9/9/2021,195052,2522,1.2930
Nigeria,9/9/2022,263867,3148,1.1930
Nigeria,9/9/2023,267093,3155,1.1812
